"var","category_en","category_short_en","question_short_en","question_en","category_es","category_short_es","question_short_es","question_es","aut_idx","ca_idx","crit_idx","fear_idx","transp_idx","trust_idx","weahlt_idx","common","label.lapop.2004.GTM","levels.lapop.2004.GTM","label.lapop.2004.HND","levels.lapop.2004.HND","label.lapop.2004.SLV","levels.lapop.2004.SLV","label.lapop.2006.GTM","levels.lapop.2006.GTM","label.lapop.2006.HND","levels.lapop.2006.HND","label.lapop.2006.SLV","levels.lapop.2006.SLV","label.lapop.2008.GTM","levels.lapop.2008.GTM","label.lapop.2008.HND","levels.lapop.2008.HND","label.lapop.2008.SLV","levels.lapop.2008.SLV","label.lapop.2010.GTM","levels.lapop.2010.GTM","label.lapop.2010.HND","levels.lapop.2010.HND","label.lapop.2010.SLV","levels.lapop.2010.SLV","label.lapop.2012.GTM","levels.lapop.2012.GTM","label.lapop.2012.HND","levels.lapop.2012.HND","label.lapop.2012.SLV","levels.lapop.2012.SLV","label.lapop.2014.GTM","levels.lapop.2014.GTM","label.lapop.2014.HND","levels.lapop.2014.HND","label.lapop.2014.SLV","levels.lapop.2014.SLV","label.lapop.2016.GTM","levels.lapop.2016.GTM","label.lapop.2016.HND","levels.lapop.2016.HND","label.lapop.2016.SLV","levels.lapop.2016.SLV","label.lapop.2018.HND","levels.lapop.2018.HND","label.lapop.2018.SLV","levels.lapop.2018.SLV","label.lapop.2019.GTM","levels.lapop.2019.GTM"
"mil7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Ejército guatemalteco debe participar en el combate del crimen y de la violen",7,"Las Fuerzas Armadas deben participar en el combate del crimen y de la violencia",7,"Las Fuerzas Armadas deben participar en el combate del crimen y de la violencia",7,"Las Fuerzas Armadas deberían participar en el combate al crimen y la violencia",7,"Las Fuerzas Armadas deberían participar en el combate al crimen y la violencia",7,"Las Fuerzas Armadas deberían participar en el combate al crimen y la violencia",7,NA,NA,"Armed Forces Should Combat Crime and Violence",7,NA,NA,NA,NA,NA,NA,NA,NA
"cct3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambiando de tema... Algunas personas dicen que la gente que recibe ayuda de los",7,"Cambiando de tema... Algunas personas dicen que la gente que recibe ayuda de los",7,"Cambiando de tema…Algunas personas dicen que la gente que recibe ayuda de los pr",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gen1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambiando de tema de nuevo, se dice que cuando no hay suficientes trabajos, los",7,"Cambiando de tema de nuevo, se dice que cuando no hay suficientes trabajos, los",7,"Cambiando de tema de nuevo, se dice que cuando no hay suficientes trabajos, los",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gen6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El Estado debe exigir que los partidos políticos reserven algunos espacios para",7,"El Estado debe exigir que los partidos políticos reserven algunos espacios para",7,"El Estado debe exigir que los partidos políticos reserven algunos espacios para",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rac2a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Las universidades deberían reservar espacios para los alumnos de piel más oscura",7,"Las universidades deberían reservar cupos para los alumnos de piel más oscura, a",7,"Las universidades deberían reservar cupos para los alumnos de piel más oscura, a",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Con qué firmeza aprueba o desaprueba que se permita que las personas con discap",10,"¿Con qué firmeza aprueba o desaprueba que se permita que las personas con {{disc",10,"¿Con qué firmeza aprueba o desaprueba que se permita que las personas con discap",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Con qué firmeza aprueba o desaprueba que el Estado tenga el derecho de prohibir",10,"¿Con qué firmeza aprueba o desaprueba que el Estado tenga el derecho de prohibir",10,"¿Con qué firmeza aprueba o desaprueba que el Estado tenga el derecho de prohibir",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guapaz1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambiando de tema.... ¿Alguna vez ha oído usted hablar acerca de los acuerdos de",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guapaz1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Considera usted que los acuerdos de paz han sido muy buenos, buenos, malos o mu",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exc7mil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teniendo en cuenta su propia experiencia o lo que ha escuchado, la corrupción en",4,"Teniendo en cuenta su propia experiencia o lo que ha escuchado, la corrupción en",4,"Teniendo en cuenta su propia experiencia o lo que ha escuchado, la corrupción en",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guadis10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Votaría por una persona indígena para presidente?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Tiene usted documento personal de identificación?",2,NA,NA,NA,NA,"Tiene documento nacional de identidad",2,NA,NA,NA,NA,"Has National Identification Card",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guavb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Votó usted en la segunda vuelta de las elecciones presidenciales de 2011?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guapol10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cuál considera es la característica más importante de un buen político? [LEER O",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vb53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ahora vamos a hablar sobre la raza o color de piel de los políticos... Algunos d",4,"Ahora vamos a hablar sobre la raza o color de piel de los políticos... Algunos d",4,"Algunos dicen que, en general, las personas de piel oscura no son buenos líderes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rac1ca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Según varios estudios, las personas de piel oscura son más pobres que el resto d",3,"Según varios estudios, las personas de piel oscura son más pobres que el resto d",3,"Según varios estudios, las personas de piel oscura son más pobres que el resto d",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ab1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hablando de las cualidades que los niños deben tener, le voy a mencionar varias",3,"Hablando de las cualidades que los niños deben tener, le voy a mencionar varias",3,"Cambiando de tema y hablando de las cualidades que los niños deben tener, le voy",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ab2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Cuál es más importante para un niño o niña:]",3,"[Cuál es más importante para un niño o niña:]",3,"Cambiando de tema y hablando de las cualidades que los niños deben tener, le voy",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ab5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Cuál es más importante para un niño o niña:]",3,"[Cuál es más importante para un niño o niña:]",3,"Cambiando de tema y hablando de las cualidades que los niños deben tener, le voy",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Por cada 100 quetzales que gana una persona rica y 100 que gana una persona pobr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tax Rate Preference",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc2a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dígame, por favor, ¿en cuál de las siguientes áreas debe invertir más dinero el",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc2b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Y en segundo lugar? [LEER OPCIONES SOLO SI LA PERSONA ENTREVISTADA NO RECUERDA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ahora vamos a hablar sobre algunas de las formas en que el gobierno gasta el din",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, para mejorar la calidad de la educación primaria y secundaria en",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spending to Improve Quality of Education",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Estaría dispuesta a pagar más impuestos de los que actualmente paga para que el",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Higher Taxes for More Education Spending",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, para mejorar la calidad de las escuelas, ¿quién debe decidir cómo",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ahora vamos a hablar de los servicios de salud. ¿Qué piensa usted de la calidad",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, para mejorar la calidad de los servicios de salud públicos en Gua",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spending to Improve Quality of Public Health Services",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Estaría dispuesta a pagar más impuestos de los que actualmente paga para que el",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Higher Taxes for More Health Care Spending",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿qué tienen que hacer los gobiernos para reducir la pobreza y des",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Estaría dispuesta a pagar más impuestos de los que actualmente paga para que el",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc12a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Entregar tarjeta E] En esta escala de 1 a 10, donde 1 significa que defiende a",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soc12b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y usando la misma escala, donde 1 significa que defiende a los ricos y 10 que de",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"snw1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Usted conoce personalmente a algún funcionario electo o a alguna persona que fu",2,"¿Usted conoce personalmente a algún funcionario electo o a alguna persona que fu",2,"¿Usted conoce personalmente a algún funcionario electo o a alguna persona que fu",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"snw1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Y ese cargo es a nivel local, a nivel departamental, o a nivel nacional?",4,"¿Y ese cargo es a nivel local, a nivel departamental, o a nivel nacional?",4,"¿Y ese cargo es a nivel municipal, a nivel departamental, o a nivel nacional?",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cuál de los siguientes países es el que tiene más influencia en América Latina?",10,NA,NA,"¿Cuál de los siguientes países es el que tiene más influencia en América Latina",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y pensando en {FOR1}, ¿Cree usted que su influencia es muy positiva, positiva, n",6,NA,NA,"¿cree usted que su influencia es muy positiva, positiva, negativa o muy negativa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y pensando en China y la influencia que tiene en América Latina. ¿Cree usted que",6,NA,NA,"Y pensando en China y la influencia que tiene en América Latina. ¿Cree usted que",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y DENTRO DE 10 AÑOS, en su opinión, ¿cuál de los siguientes países tendrá más in",10,NA,NA,"Y dentro de 10 años, en su opinión, ¿cuál de los siguientes países tendrá más in",9,"País con más influencia en la región en próximos 10 años",10,"País con más influencia en la región en próximos 10 años",10,"País con más influencia en la región en próximos 10 años",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿cuál de los siguientes países debería ser un modelo para el desa",11,NA,NA,"En su opinión, ¿cuál de los siguientes países debería ser un modelo para el desa",12,"Mejor país como modelo para desarrollo futuro",12,"Mejor país como modelo para desarrollo futuro",12,"Mejor país como modelo para desarrollo futuro",12,"Best Country as Model for Future Development",12,"Best Country as Model for Future Development",12,"Best Country as Model for Future Development",12,NA,NA,NA,NA,NA,NA
"for6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y pensando ahora SÓLO EN NUESTRO PAÍS, ¿qué tanta influencia cree usted que tien",4,NA,NA,"Y pensando ahora sólo en nuestro país, ¿qué tanta influencia cree usted que tien",4,"Influencia de China en el país",4,"Influencia de China en el país",4,"Influencia de China en el país",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En general, la influencia que tiene China sobre nuestro país es [leer alternativ",6,NA,NA,"En general, la influencia que tiene China sobre nuestro país es",6,"Tipo de influencia de China en el país",6,"Tipo de influencia de China en el país",6,"Tipo de influencia de China en el país",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hasta qué punto está de acuerdo con la siguiente afirmación: ""Los negocios chino",5,NA,NA,"Hasta qué punto está de acuerdo con la siguiente afirmación: ""Los negocios chino",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for9a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Relaciones laborales, tales como disputas con los empleados o con los sindicatos",2,NA,NA,"Relaciones laborales, tales como disputas con los empleados o con los sindicatos",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for9b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Problemas que surgen de la falta de entendimiento de la cultura o de las costumb",2,NA,NA,"Problemas que surgen de la falta de entendimiento de la cultura o de las costumb",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for9c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Falta de conocimiento de las normas políticas, legales o reglas y valores social",2,NA,NA,"Falta de conocimiento de las normas políticas, legales o reglas y valores social",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"for9d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Falta de comunicación con los medios de comunicación locales y con los residente",2,NA,NA,"Falta de comunicación con los medios de comunicación locales y con los residente",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil10b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El gobierno de Rusia, en su opinión ¿es muy confiable, algo confiable, poco conf",4,"El gobierno de Rusia, en su opinión ¿es muy confiable, algo confiable, poco conf",4,"El de Rusia. En su opinión, ¿es muy confiable, algo confiable, poco confiable, n",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil10c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El gobierno de Irán, en su opinión ¿es muy confiable, algo confiable, poco confi",4,"El gobierno de Irán, en su opinión ¿es muy confiable, algo confiable, poco confi",4,"Irán. En su opinión, ¿es muy confiable, algo confiable, poco confiable, nada con",4,"Confiabilidad del gobierno iraní",4,"Confiabilidad del gobierno iraní",4,"Confiabilidad del gobierno iraní",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"El gobierno de Israel, en su opinión ¿es muy confiable, algo confiable, poco con",4,"El gobierno de Israel, en su opinión ¿es muy confiable, algo confiable, poco con",4,"Israel. En su opinión, ¿es muy confiable, algo confiable, poco confiable, nada c",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
